CustomerID,num_purchases,total_spending,customer_segment,avg_price_per_item
13569,3,50.94,"Low Spender",16.98
13571,13,266.73,"Medium Spender",20.52
13573,3,42.50,"Low Spender",14.17
13574,1,36.75,"Low Spender",36.75
13576,10,446.61,"Medium Spender",44.66
13577,4,191.48,"Medium Spender",47.87
13579,3,77.55,"Low Spender",25.85
13581,1,1.25,"Low Spender",1.25
13583,1,65.55,"Low Spender",65.55
13584,1,27.03,"Low Spender",27.03
13586,1,25.50,"Low Spender",25.50
13589,1,20.24,"Low Spender",20.24
13590,8,346.96,"Medium Spender",43.37
13591,2,29.00,"Low Spender",14.50
13593,7,380.84,"Medium Spender",54.41
13595,3,26.24,"Low Spender",8.75
13598,3,16.25,"Low Spender",5.42
13599,7,401.46,"Medium Spender",57.35
13600,1,2.95,"Low Spender",2.95
13601,2,50.95,"Low Spender",25.48
13602,3,63.92,"Low Spender",21.31
13604,1,37.78,"Low Spender",37.78
13605,2,16.90,"Low Spender",8.45
13607,1,15.90,"Low Spender",15.90
13608,1,2.50,"Low Spender",2.50
13609,1,17.85,"Low Spender",17.85
13610,5,94.50,"Low Spender",18.90
13611,6,134.38,"Medium Spender",22.40
13612,1,39.40,"Low Spender",39.40
13613,2,78.28,"Low Spender",39.14
13614,2,39.70,"Low Spender",19.85
13615,6,356.00,"Medium Spender",59.33
13616,2,4.25,"Low Spender",2.13
13617,2,32.10,"Low Spender",16.05
13619,2,30.40,"Low Spender",15.20
13622,1,37.65,"Low Spender",37.65
13623,3,86.65,"Low Spender",28.88
13624,1,17.40,"Low Spender",17.40
13625,1,47.75,"Low Spender",47.75
13627,1,65.58,"Low Spender",65.58
13628,1,15.00,"Low Spender",15.00
13629,3,495.00,"Medium Spender",165.00
13632,3,100.75,"Medium Spender",33.58
13634,9,346.03,"Medium Spender",38.45
13635,3,142.38,"Medium Spender",47.46
13639,1,32.45,"Low Spender",32.45
13640,1,90.00,"Low Spender",90.00
13641,4,103.26,"Medium Spender",25.82
13642,2,16.50,"Low Spender",8.25
13643,5,183.35,"Medium Spender",36.67
13646,1,19.80,"Low Spender",19.80
13647,3,162.60,"Medium Spender",54.20
13648,5,145.42,"Medium Spender",29.08
13649,3,85.05,"Low Spender",28.35
13650,3,77.40,"Low Spender",25.80
13651,1,10.20,"Low Spender",10.20
13652,3,175.73,"Medium Spender",58.58
13653,1,14.75,"Low Spender",14.75
13654,3,134.04,"Medium Spender",44.68
13655,3,109.05,"Medium Spender",36.35
13656,2,67.65,"Low Spender",33.83
13658,4,233.71,"Medium Spender",58.43
13659,9,401.14,"Medium Spender",44.57
13660,1,8.25,"Low Spender",8.25
13661,1,38.25,"Low Spender",38.25
13662,4,83.85,"Low Spender",20.96
13663,3,186.80,"Medium Spender",62.27
13665,3,78.10,"Low Spender",26.03
13666,1,5.10,"Low Spender",5.10
13668,9,486.17,"Medium Spender",54.02
13671,1,22.55,"Low Spender",22.55
13672,1,7.50,"Low Spender",7.50
13674,1,35.58,"Low Spender",35.58
13677,2,30.32,"Low Spender",15.16
13679,3,46.85,"Low Spender",15.62
13680,8,719.97,"High Spender",90.00
13683,1,15.00,"Low Spender",15.00
13684,3,32.25,"Low Spender",10.75
13686,1,37.50,"Low Spender",37.50
13687,1,1073.28,"High Spender",1073.28
13688,1,92.50,"Low Spender",92.50
13691,1,19.50,"Low Spender",19.50
13692,1,107.04,"Medium Spender",107.04
13693,6,206.45,"Medium Spender",34.41
13694,35,11259.11,"High Spender",321.69
13695,1,34.80,"Low Spender",34.80
13696,2,132.00,"Medium Spender",66.00
13698,1,12.15,"Low Spender",12.15
13699,1,14.98,"Low Spender",14.98
13700,2,20.84,"Low Spender",10.42
13703,1,18.15,"Low Spender",18.15
13705,3,60.15,"Low Spender",20.05
13706,1,33.60,"Low Spender",33.60
13707,2,263.40,"Medium Spender",131.70
13709,3,67.20,"Low Spender",22.40
13711,1,12.75,"Low Spender",12.75
13713,2,38.50,"Low Spender",19.25
13714,1,14.35,"Low Spender",14.35
13715,11,575.36,"High Spender",52.31
13717,2,56.78,"Low Spender",28.39
13719,3,125.37,"Medium Spender",41.79
13721,1,69.80,"Low Spender",69.80
13722,2,120.66,"Medium Spender",60.33
13723,3,70.43,"Low Spender",23.48
13724,1,31.62,"Low Spender",31.62
13727,2,15.20,"Low Spender",7.60
13728,1,15.00,"Low Spender",15.00
13729,1,55.00,"Low Spender",55.00
13735,9,469.94,"Medium Spender",52.22
13736,4,188.65,"Medium Spender",47.16
13738,1,26.54,"Low Spender",26.54
13740,3,70.50,"Low Spender",23.50
13745,1,106.56,"Medium Spender",106.56
13748,2,38.40,"Low Spender",19.20
13750,3,123.66,"Medium Spender",41.22
13756,8,218.27,"Medium Spender",27.28
13757,1,2.95,"Low Spender",2.95
13758,5,376.09,"Medium Spender",75.22
13760,3,239.90,"Medium Spender",79.97
13761,4,94.65,"Low Spender",23.66
13762,1,60.00,"Low Spender",60.00
13763,1,145.00,"Medium Spender",145.00
13764,3,82.48,"Low Spender",27.49
13765,1,46.90,"Low Spender",46.90
13766,1,27.23,"Low Spender",27.23
13767,19,1378.13,"High Spender",72.53
13768,2,119.10,"Medium Spender",59.55
13769,7,181.60,"Medium Spender",25.94
13770,1,101.55,"Medium Spender",101.55
13771,2,277.61,"Medium Spender",138.81
13772,5,116.53,"Medium Spender",23.31
13773,1,15.00,"Low Spender",15.00
13775,1,77.48,"Low Spender",77.48
13777,9,1028.88,"High Spender",114.32
13778,2,84.28,"Low Spender",42.14
13779,1,6.76,"Low Spender",6.76
13782,6,117.48,"Medium Spender",19.58
13784,1,12.75,"Low Spender",12.75
13785,3,82.50,"Low Spender",27.50
13786,6,348.20,"Medium Spender",58.03
13787,1,30.00,"Low Spender",30.00
13789,1,50.10,"Low Spender",50.10
13795,1,23.40,"Low Spender",23.40
13796,1,10.95,"Low Spender",10.95
13797,2,95.19,"Low Spender",47.60
13798,21,2789.94,"High Spender",132.85
13799,6,344.40,"Medium Spender",57.40
13800,1,25.40,"Low Spender",25.40
13802,14,1373.49,"High Spender",98.11
13803,2,70.15,"Low Spender",35.08
13804,1,14.85,"Low Spender",14.85
13807,2,61.95,"Low Spender",30.98
13809,1,19.30,"Low Spender",19.30
13813,4,119.47,"Medium Spender",29.87
13814,1,39.90,"Low Spender",39.90
13815,4,160.07,"Medium Spender",40.02
13818,1,10.20,"Low Spender",10.20
13819,2,25.00,"Low Spender",12.50
13820,3,63.92,"Low Spender",21.31
13821,4,75.85,"Low Spender",18.96
13823,5,177.98,"Medium Spender",35.60
13824,2,46.20,"Low Spender",23.10
13825,2,10.15,"Low Spender",5.08
13831,5,395.92,"Medium Spender",79.18
13832,1,59.50,"Low Spender",59.50
13833,1,54.10,"Low Spender",54.10
13834,2,27.75,"Low Spender",13.88
13836,2,75.53,"Low Spender",37.77
13838,6,100.10,"Medium Spender",16.68
13840,1,20.70,"Low Spender",20.70
13842,6,166.30,"Medium Spender",27.72
13843,1,30.55,"Low Spender",30.55
13846,1,15.30,"Low Spender",15.30
13847,1,41.45,"Low Spender",41.45
13848,1,320.00,"Medium Spender",320.00
13849,3,125.91,"Medium Spender",41.97
13851,2,57.60,"Low Spender",28.80
13852,1,53.70,"Low Spender",53.70
13854,2,157.56,"Medium Spender",78.78
13855,3,144.13,"Medium Spender",48.04
13856,2,21.58,"Low Spender",10.79
13857,3,57.44,"Low Spender",19.15
13859,1,142.80,"Medium Spender",142.80
13861,2,28.05,"Low Spender",14.03
13862,1,52.80,"Low Spender",52.80
13863,3,82.35,"Low Spender",27.45
13869,6,422.76,"Medium Spender",70.46
13870,5,335.94,"Medium Spender",67.19
13871,3,84.30,"Low Spender",28.10
13872,2,46.10,"Low Spender",23.05
13873,3,88.15,"Low Spender",29.38
13874,4,136.10,"Medium Spender",34.03
13875,7,175.60,"Medium Spender",25.09
13878,2,74.90,"Low Spender",37.45
13880,2,65.40,"Low Spender",32.70
13881,9,2127.19,"High Spender",236.35
13883,6,258.78,"Medium Spender",43.13
13884,3,117.60,"Medium Spender",39.20
13888,3,163.10,"Medium Spender",54.37
13889,2,27.60,"Low Spender",13.80
13890,3,116.55,"Medium Spender",38.85
13891,1,16.12,"Low Spender",16.12
13895,2,71.70,"Low Spender",35.85
13897,1,17.00,"Low Spender",17.00
13898,1,10.20,"Low Spender",10.20
13900,2,35.40,"Low Spender",17.70
13901,5,145.58,"Medium Spender",29.12
13902,3,3118.28,"High Spender",1039.43
13905,1,141.30,"Medium Spender",141.30
13911,6,94.92,"Low Spender",15.82
13916,4,193.45,"Medium Spender",48.36
13919,2,107.70,"Medium Spender",53.85
13920,3,123.24,"Medium Spender",41.08
13921,4,142.85,"Medium Spender",35.71
13922,2,151.50,"Medium Spender",75.75
13927,1,14.85,"Low Spender",14.85
13929,2,114.00,"Medium Spender",57.00
13931,6,279.55,"Medium Spender",46.59
13935,2,962.10,"High Spender",481.05
13936,1,42.89,"Low Spender",42.89
13937,1,34.65,"Low Spender",34.65
13939,2,60.62,"Low Spender",30.31
13941,2,33.50,"Low Spender",16.75
13944,1,20.67,"Low Spender",20.67
13945,1,19.80,"Low Spender",19.80
13946,2,5.85,"Low Spender",2.93
13948,2,51.45,"Low Spender",25.73
13952,9,533.43,"High Spender",59.27
13955,1,15.10,"Low Spender",15.10
13957,1,17.70,"Low Spender",17.70
13958,5,367.71,"Medium Spender",73.54
13959,2,12.50,"Low Spender",6.25
13961,1,58.65,"Low Spender",58.65
13962,1,30.00,"Low Spender",30.00
13963,8,188.44,"Medium Spender",23.56
13964,1,19.80,"Low Spender",19.80
13965,1,71.10,"Low Spender",71.10
13966,1,20.40,"Low Spender",20.40
13969,15,315.15,"Medium Spender",21.01
13970,1,232.00,"Medium Spender",232.00
13971,4,69.25,"Low Spender",17.31
13974,1,19.50,"Low Spender",19.50
13975,5,212.12,"Medium Spender",42.42
13976,2,102.71,"Medium Spender",51.36
13977,1,33.00,"Low Spender",33.00
13979,4,152.54,"Medium Spender",38.14
13980,2,68.26,"Low Spender",34.13
13981,1,3.04,"Low Spender",3.04
13982,4,158.19,"Medium Spender",39.55
13983,9,272.59,"Medium Spender",30.29
13984,3,63.20,"Low Spender",21.07
13985,5,94.50,"Low Spender",18.90
13987,1,25.10,"Low Spender",25.10
13988,2,56.10,"Low Spender",28.05
13989,1,19.80,"Low Spender",19.80
13992,1,31.20,"Low Spender",31.20
13993,8,314.85,"Medium Spender",39.36
13995,5,161.07,"Medium Spender",32.21
13996,2,103.98,"Medium Spender",51.99
13997,2,10.85,"Low Spender",5.43
13998,2,45.60,"Low Spender",22.80
13999,10,282.05,"Medium Spender",28.21
14000,2,10.92,"Low Spender",5.46
14001,4,310.10,"Medium Spender",77.53
14003,1,28.40,"Low Spender",28.40
14004,3,231.80,"Medium Spender",77.27
14006,1,16.50,"Low Spender",16.50
14007,1,19.90,"Low Spender",19.90
14008,1,33.00,"Low Spender",33.00
14009,1,28.20,"Low Spender",28.20
14010,1,68.10,"Low Spender",68.10
14011,2,46.32,"Low Spender",23.16
14014,2,213.30,"Medium Spender",106.65
14016,6,612.31,"High Spender",102.05
14017,1,12.60,"Low Spender",12.60
14018,1,50.38,"Low Spender",50.38
14020,2,42.15,"Low Spender",21.08
14021,4,149.75,"Medium Spender",37.44
14022,1,33.60,"Low Spender",33.60
14024,1,52.80,"Low Spender",52.80
14025,4,305.00,"Medium Spender",76.25
14026,2,50.85,"Low Spender",25.43
14030,10,300.00,"Medium Spender",30.00
14031,21,2178.32,"High Spender",103.73
14032,6,241.47,"Medium Spender",40.25
14035,3,208.11,"Medium Spender",69.37
14037,3,32.42,"Low Spender",10.81
14038,1,19.75,"Low Spender",19.75
14040,14,500.32,"High Spender",35.74
14042,1,17.00,"Low Spender",17.00
14043,2,16.70,"Low Spender",8.35
14044,6,186.13,"Medium Spender",31.02
14045,3,321.12,"Medium Spender",107.04
14047,6,199.53,"Medium Spender",33.26
14048,1,40.25,"Low Spender",40.25
14049,6,475.45,"Medium Spender",79.24
14051,5,382.18,"Medium Spender",76.44
14052,1,15.85,"Low Spender",15.85
14055,1,70.20,"Low Spender",70.20
14057,4,183.22,"Medium Spender",45.81
14060,2,90.23,"Low Spender",45.12
14061,1,27.00,"Low Spender",27.00
14062,8,966.53,"High Spender",120.82
14063,3,613.60,"High Spender",204.53
14064,7,152.64,"Medium Spender",21.81
14065,2,64.15,"Low Spender",32.08
14068,3,106.53,"Medium Spender",35.51
14069,2,32.45,"Low Spender",16.23
14070,1,11.90,"Low Spender",11.90
14072,1,47.40,"Low Spender",47.40
14078,3,137.05,"Medium Spender",45.68
14080,3,41.80,"Low Spender",13.93
14081,8,355.24,"Medium Spender",44.41
14082,1,13.30,"Low Spender",13.30
14083,2,63.05,"Low Spender",31.53
14085,12,396.34,"Medium Spender",33.03
14087,2,40.46,"Low Spender",20.23
14088,2,1551.91,"High Spender",775.96
14092,10,285.13,"Medium Spender",28.51
14094,1,24.95,"Low Spender",24.95
14097,2,32.45,"Low Spender",16.23
14099,8,236.21,"Medium Spender",29.53
14101,4,285.64,"Medium Spender",71.41
14103,1,0.00,"Low Spender",0.00
14104,3,23.37,"Low Spender",7.79
14105,3,259.22,"Medium Spender",86.41
14107,3,191.16,"Medium Spender",63.72
14108,1,40.20,"Low Spender",40.20
14110,12,581.96,"High Spender",48.50
14112,3,182.47,"Medium Spender",60.82
14113,5,279.82,"Medium Spender",55.96
14114,3,74.20,"Low Spender",24.73
14118,1,22.50,"Low Spender",22.50
14123,1,42.00,"Low Spender",42.00
14126,1,10.08,"Low Spender",10.08
14127,3,66.90,"Low Spender",22.30
14128,1,15.00,"Low Spender",15.00
14129,3,109.80,"Medium Spender",36.60
14130,3,63.87,"Low Spender",21.29
14131,1,9.75,"Low Spender",9.75
14134,9,1034.90,"High Spender",114.99
14135,7,372.24,"Medium Spender",53.18
14136,4,190.47,"Medium Spender",47.62
14139,2,38.40,"Low Spender",19.20
14142,2,50.54,"Low Spender",25.27
14145,2,424.50,"Medium Spender",212.25
14146,3,287.38,"Medium Spender",95.79
14147,1,39.60,"Low Spender",39.60
14151,1,16.35,"Low Spender",16.35
14152,5,93.78,"Low Spender",18.76
14153,1,17.40,"Low Spender",17.40
14154,5,471.47,"Medium Spender",94.29
14156,65,12104.32,"High Spender",186.22
14157,1,57.15,"Low Spender",57.15
14159,8,496.03,"Medium Spender",62.00
14160,4,746.34,"High Spender",186.59
14161,5,153.79,"Medium Spender",30.76
14163,1,2.50,"Low Spender",2.50
14166,2,30.10,"Low Spender",15.05
14167,4,69.90,"Low Spender",17.48
14169,2,35.75,"Low Spender",17.88
14170,3,62.45,"Low Spender",20.82
14172,2,29.25,"Low Spender",14.63
14173,1,81.60,"Low Spender",81.60
14175,5,263.63,"Medium Spender",52.73
14177,5,131.39,"Medium Spender",26.28
14180,4,84.75,"Low Spender",21.19
14181,1,22.55,"Low Spender",22.55
14182,3,91.72,"Low Spender",30.57
14183,2,29.23,"Low Spender",14.62
14186,5,138.94,"Medium Spender",27.79
14187,1,10.20,"Low Spender",10.20
14193,1,46.95,"Low Spender",46.95
14194,11,345.85,"Medium Spender",31.44
14195,1,163.20,"Medium Spender",163.20
14197,1,40.80,"Low Spender",40.80
14198,3,127.90,"Medium Spender",42.63
14199,1,14.85,"Low Spender",14.85
14200,1,38.10,"Low Spender",38.10
14201,1,17.70,"Low Spender",17.70
14202,1,71.40,"Low Spender",71.40
14203,1,8.49,"Low Spender",8.49
14204,3,55.65,"Low Spender",18.55
14205,5,166.65,"Medium Spender",33.33
14206,2,33.16,"Low Spender",16.58
14208,1,42.12,"Low Spender",42.12
14209,6,197.30,"Medium Spender",32.88
14210,8,256.98,"Medium Spender",32.12
14211,6,231.85,"Medium Spender",38.64
14215,3,175.82,"Medium Spender",58.61
14217,5,104.75,"Medium Spender",20.95
14219,2,57.65,"Low Spender",28.83
14220,2,79.90,"Low Spender",39.95
14221,5,137.35,"Medium Spender",27.47
14224,3,52.15,"Low Spender",17.38
14225,3,137.67,"Medium Spender",45.89
14226,1,65.40,"Low Spender",65.40
14227,5,229.45,"Medium Spender",45.89
14228,1,38.70,"Low Spender",38.70
14230,2,62.70,"Low Spender",31.35
14233,3,265.20,"Medium Spender",88.40
14235,3,92.54,"Low Spender",30.85
14236,2,90.50,"Low Spender",45.25
14237,1,10.20,"Low Spender",10.20
14239,5,130.08,"Medium Spender",26.02
14243,6,349.59,"Medium Spender",58.27
14244,1,32.80,"Low Spender",32.80
14247,3,50.70,"Low Spender",16.90
14248,2,52.86,"Low Spender",26.43
14249,7,273.37,"Medium Spender",39.05
14252,1,15.00,"Low Spender",15.00
14253,1,19.90,"Low Spender",19.90
14254,1,16.35,"Low Spender",16.35
14256,2,89.60,"Low Spender",44.80
14257,4,140.78,"Medium Spender",35.20
14258,11,1492.92,"High Spender",135.72
14260,2,80.85,"Low Spender",40.43
14263,1,13.20,"Low Spender",13.20
14264,3,86.40,"Low Spender",28.80
14265,2,105.80,"Medium Spender",52.90
14269,1,29.98,"Low Spender",29.98
14271,1,10.92,"Low Spender",10.92
14272,2,25.30,"Low Spender",12.65
14274,1,10.00,"Low Spender",10.00
14275,1,13.20,"Low Spender",13.20
14276,2,72.20,"Low Spender",36.10
14277,5,1769.32,"High Spender",353.86
14281,1,34.00,"Low Spender",34.00
14282,6,263.55,"Medium Spender",43.93
14283,3,79.20,"Low Spender",26.40
14284,1,34.80,"Low Spender",34.80
14285,2,68.55,"Low Spender",34.28
14286,4,285.54,"Medium Spender",71.39
14290,2,96.00,"Low Spender",48.00
14291,9,325.98,"Medium Spender",36.22
14292,4,166.20,"Medium Spender",41.55
14293,3,208.62,"Medium Spender",69.54
14294,1,17.70,"Low Spender",17.70
14295,2,161.23,"Medium Spender",80.62
14296,2,83.40,"Low Spender",41.70
14298,26,3254.53,"High Spender",125.17
14299,10,957.55,"High Spender",95.76
14301,1,112.02,"Medium Spender",112.02
14302,1,30.60,"Low Spender",30.60
14303,1,10.20,"Low Spender",10.20
14304,2,129.48,"Medium Spender",64.74
14306,1,78.08,"Low Spender",78.08
14307,4,63.72,"Low Spender",15.93
14308,1,849.45,"High Spender",849.45
14309,2,107.29,"Medium Spender",53.65
14310,1,20.40,"Low Spender",20.40
14311,1,9.75,"Low Spender",9.75
14312,5,260.52,"Medium Spender",52.10
14315,2,55.80,"Low Spender",27.90
14316,1,90.48,"Low Spender",90.48
14319,1,15.60,"Low Spender",15.60
14320,2,81.30,"Low Spender",40.65
14321,1,27.60,"Low Spender",27.60
14322,2,50.40,"Low Spender",25.20
14324,2,27.54,"Low Spender",13.77
14325,1,13.92,"Low Spender",13.92
14326,2,30.00,"Low Spender",15.00
14327,4,80.30,"Low Spender",20.08
14329,7,253.87,"Medium Spender",36.27
14330,1,15.00,"Low Spender",15.00
14332,2,160.70,"Medium Spender",80.35
14334,4,186.73,"Medium Spender",46.68
14339,1,45.00,"Low Spender",45.00
14341,3,53.88,"Low Spender",17.96
14343,4,108.15,"Medium Spender",27.04
14344,7,313.20,"Medium Spender",44.74
14346,2,54.58,"Low Spender",27.29
14353,2,65.64,"Low Spender",32.82
14355,2,108.33,"Medium Spender",54.17
14358,2,91.20,"Low Spender",45.60
14365,2,79.80,"Low Spender",39.90
14369,1,44.89,"Low Spender",44.89
14370,2,81.90,"Low Spender",40.95
14372,2,126.95,"Medium Spender",63.48
14375,2,28.55,"Low Spender",14.28
14379,2,192.01,"Medium Spender",96.01
14381,1,6.21,"Low Spender",6.21
14382,1,25.90,"Low Spender",25.90
14384,1,19.50,"Low Spender",19.50
14388,9,435.32,"Medium Spender",48.37
14389,1,36.00,"Low Spender",36.00
14390,4,168.10,"Medium Spender",42.03
14391,1,20.40,"Low Spender",20.40
14392,1,34.80,"Low Spender",34.80
14394,1,16.80,"Low Spender",16.80
14395,10,447.31,"Medium Spender",44.73
14396,6,132.50,"Medium Spender",22.08
14398,2,49.05,"Low Spender",24.53
14399,8,220.49,"Medium Spender",27.56
14401,4,235.60,"Medium Spender",58.90
14404,5,104.94,"Medium Spender",20.99
14408,2,119.40,"Medium Spender",59.70
14409,3,103.10,"Medium Spender",34.37
14410,2,156.15,"Medium Spender",78.08
14412,1,25.50,"Low Spender",25.50
14413,2,32.40,"Low Spender",16.20
14414,1,60.00,"Low Spender",60.00
14415,10,300.62,"Medium Spender",30.06
14417,1,45.40,"Low Spender",45.40
14419,1,47.85,"Low Spender",47.85
14420,2,47.70,"Low Spender",23.85
14421,2,84.00,"Low Spender",42.00
14422,11,451.39,"Medium Spender",41.04
14423,1,14.85,"Low Spender",14.85
14425,2,34.70,"Low Spender",17.35
14426,6,636.10,"High Spender",106.02
14429,1,25.20,"Low Spender",25.20
14430,2,70.80,"Low Spender",35.40
14431,2,77.55,"Low Spender",38.78
14433,1,16.15,"Low Spender",16.15
14435,1,30.24,"Low Spender",30.24
14437,2,88.80,"Low Spender",44.40
14439,3,632.40,"High Spender",210.80
14440,7,455.54,"Medium Spender",65.08
14441,2,50.43,"Low Spender",25.22
14442,4,361.85,"Medium Spender",90.46
14443,2,45.60,"Low Spender",22.80
14444,1,26.10,"Low Spender",26.10
14445,1,14.10,"Low Spender",14.10
14446,1,13.55,"Low Spender",13.55
14449,5,186.97,"Medium Spender",37.39
14450,2,70.35,"Low Spender",35.18
14451,10,162.40,"Medium Spender",16.24
14452,2,46.25,"Low Spender",23.13
14454,4,38.40,"Low Spender",9.60
14455,1,23.65,"Low Spender",23.65
14458,1,7.63,"Low Spender",7.63
14459,1,193.20,"Medium Spender",193.20
14460,2,60.00,"Low Spender",30.00
14461,9,364.96,"Medium Spender",40.55
14462,1,33.05,"Low Spender",33.05
14463,1,81.75,"Low Spender",81.75
14465,5,278.70,"Medium Spender",55.74
14466,5,194.40,"Medium Spender",38.88
14467,5,88.35,"Low Spender",17.67
14468,1,25.50,"Low Spender",25.50
14469,4,226.33,"Medium Spender",56.58
14470,1,44.80,"Low Spender",44.80
14471,1,31.95,"Low Spender",31.95
14472,1,36.80,"Low Spender",36.80
14474,1,56.20,"Low Spender",56.20
14475,1,17.70,"Low Spender",17.70
14478,3,118.70,"Medium Spender",39.57
14479,2,59.26,"Low Spender",29.63
14480,2,60.60,"Low Spender",30.30
14481,3,39.15,"Low Spender",13.05
14482,4,215.92,"Medium Spender",53.98
14484,1,24.36,"Low Spender",24.36
14487,1,3.35,"Low Spender",3.35
14489,2,102.35,"Medium Spender",51.18
14490,2,40.80,"Low Spender",20.40
14492,3,114.20,"Medium Spender",38.07
14493,5,236.85,"Medium Spender",47.37
14496,4,182.90,"Medium Spender",45.73
14497,1,13.52,"Low Spender",13.52
14498,5,122.22,"Medium Spender",24.44
14499,3,55.60,"Low Spender",18.53
14505,9,365.84,"Medium Spender",40.65
14506,2,70.39,"Low Spender",35.20
14507,4,71.90,"Low Spender",17.98
14508,3,28.55,"Low Spender",9.52
14509,1,13.29,"Low Spender",13.29
14510,3,83.58,"Low Spender",27.86
14512,3,113.63,"Medium Spender",37.88
14513,1,74.25,"Low Spender",74.25
14514,6,182.90,"Medium Spender",30.48
14515,3,96.15,"Low Spender",32.05
14519,2,10.00,"Low Spender",5.00
14521,1,12.75,"Low Spender",12.75
14522,1,16.35,"Low Spender",16.35
14524,2,62.40,"Low Spender",31.20
14525,7,451.76,"Medium Spender",64.54
14526,1,24.05,"Low Spender",24.05
14527,57,1489.12,"High Spender",26.12
14530,9,298.31,"Medium Spender",33.15
14531,1,42.20,"Low Spender",42.20
14532,7,209.08,"Medium Spender",29.87
14534,6,105.29,"Medium Spender",17.55
14535,6,247.68,"Medium Spender",41.28
14537,1,17.00,"Low Spender",17.00
14538,2,130.90,"Medium Spender",65.45
14540,6,181.33,"Medium Spender",30.22
14541,2,14.80,"Low Spender",7.40
14543,10,1106.25,"High Spender",110.63
14544,1,37.42,"Low Spender",37.42
14545,1,33.00,"Low Spender",33.00
14546,6,214.80,"Medium Spender",35.80
14548,4,217.38,"Medium Spender",54.35
14549,1,11.10,"Low Spender",11.10
14550,1,11.25,"Low Spender",11.25
14551,2,33.60,"Low Spender",16.80
14552,2,30.75,"Low Spender",15.38
14553,2,21.19,"Low Spender",10.60
14555,4,192.15,"Medium Spender",48.04
14556,3,95.85,"Low Spender",31.95
14558,2,80.85,"Low Spender",40.43
14560,10,491.51,"Medium Spender",49.15
14562,6,133.85,"Medium Spender",22.31
14563,2,60.76,"Low Spender",30.38
14564,2,246.90,"Medium Spender",123.45
14565,1,54.80,"Low Spender",54.80
14568,1,46.80,"Low Spender",46.80
14569,2,38.25,"Low Spender",19.13
14570,1,13.55,"Low Spender",13.55
14571,1,22.85,"Low Spender",22.85
14572,4,174.16,"Medium Spender",43.54
14573,3,72.91,"Low Spender",24.30
14575,1,22.51,"Low Spender",22.51
14577,2,16.60,"Low Spender",8.30
14579,1,7.05,"Low Spender",7.05
14581,1,12.20,"Low Spender",12.20
14583,3,48.39,"Low Spender",16.13
14584,4,103.55,"Medium Spender",25.89
14585,4,425.76,"Medium Spender",106.44
14590,12,227.10,"Medium Spender",18.93
14593,9,220.60,"Medium Spender",24.51
14594,1,5.90,"Low Spender",5.90
14595,1,13.05,"Low Spender",13.05
14596,1,9.75,"Low Spender",9.75
14597,1,54.60,"Low Spender",54.60
14598,1,16.20,"Low Spender",16.20
14599,1,14.89,"Low Spender",14.89
14600,1,69.90,"Low Spender",69.90
14602,1,11.90,"Low Spender",11.90
14604,1,15.00,"Low Spender",15.00
14605,3,98.70,"Low Spender",32.90
14606,82,1202.99,"High Spender",14.67
14607,6,382.76,"Medium Spender",63.79
14608,2,25.25,"Low Spender",12.63
14609,1,264.00,"Medium Spender",264.00
14610,1,2.50,"Low Spender",2.50
14611,2,34.92,"Low Spender",17.46
14612,1,17.40,"Low Spender",17.40
14614,1,23.10,"Low Spender",23.10
14615,3,61.50,"Low Spender",20.50
14617,1,31.22,"Low Spender",31.22
14618,2,26.00,"Low Spender",13.00
14619,1,34.00,"Low Spender",34.00
14621,1,11.80,"Low Spender",11.80
14623,4,73.70,"Low Spender",18.43
14624,3,54.42,"Low Spender",18.14
14625,8,236.10,"Medium Spender",29.51
14626,6,220.63,"Medium Spender",36.77
14628,3,91.74,"Low Spender",30.58
14630,1,84.45,"Low Spender",84.45
14631,2,73.20,"Low Spender",36.60
14634,3,157.67,"Medium Spender",52.56
14635,1,19.50,"Low Spender",19.50
14639,2,109.20,"Medium Spender",54.60
14640,3,118.05,"Medium Spender",39.35
14643,2,198.84,"Medium Spender",99.42
14644,2,98.00,"Low Spender",49.00
14645,1,28.80,"Low Spender",28.80
14646,41,14353.46,"High Spender",350.08
14648,11,377.51,"Medium Spender",34.32
14649,5,204.90,"Medium Spender",40.98
14651,5,104.82,"Medium Spender",20.96
14653,3,163.40,"Medium Spender",54.47
14654,1,7.50,"Low Spender",7.50
14655,2,122.70,"Medium Spender",61.35
14656,3,4.75,"Low Spender",1.58
14657,2,51.54,"Low Spender",25.77
14662,2,50.95,"Low Spender",25.48
14663,2,29.35,"Low Spender",14.68
14665,2,69.60,"Low Spender",34.80
14667,22,745.87,"High Spender",33.90
14669,4,162.89,"Medium Spender",40.72
14670,1,8.80,"Low Spender",8.80
14671,2,47.70,"Low Spender",23.85
14672,1,10.85,"Low Spender",10.85
14673,3,65.10,"Low Spender",21.70
14674,1,20.00,"Low Spender",20.00
14675,1,51.44,"Low Spender",51.44
14676,3,230.52,"Medium Spender",76.84
14677,1,25.18,"Low Spender",25.18
14678,1,28.27,"Low Spender",28.27
14679,3,106.78,"Medium Spender",35.59
14680,30,2181.78,"High Spender",72.73
14681,1,12.75,"Low Spender",12.75
14682,1,35.40,"Low Spender",35.40
14684,1,13.16,"Low Spender",13.16
14685,6,451.30,"Medium Spender",75.22
