CustomerID,total_spending,customer_segment
13037,154.50,"Medium Spender"
15290,154.20,"Medium Spender"
14161,153.79,"Medium Spender"
12377,153.75,"Medium Spender"
16005,153.35,"Medium Spender"
16241,152.88,"Medium Spender"
18277,152.70,"Medium Spender"
18219,152.66,"Medium Spender"
16986,152.65,"Medium Spender"
14064,152.64,"Medium Spender"
13979,152.54,"Medium Spender"
13557,152.52,"Medium Spender"
15142,152.28,"Medium Spender"
16510,152.07,"Medium Spender"
12733,151.95,"Medium Spender"
13922,151.50,"Medium Spender"
17241,150.95,"Medium Spender"
14701,150.77,"Medium Spender"
12378,150.36,"Medium Spender"
13117,150.04,"Medium Spender"
14898,149.80,"Medium Spender"
14021,149.75,"Medium Spender"
13527,149.50,"Medium Spender"
16835,149.45,"Medium Spender"
17977,149.35,"Medium Spender"
14963,149.10,"Medium Spender"
12455,149.03,"Medium Spender"
15301,148.76,"Medium Spender"
13531,148.63,"Medium Spender"
18171,148.60,"Medium Spender"
16883,148.52,"Medium Spender"
16771,148.41,"Medium Spender"
17552,148.35,"Medium Spender"
12967,148.20,"Medium Spender"
16094,148.00,"Medium Spender"
13280,147.71,"Medium Spender"
14831,147.25,"Medium Spender"
13407,147.06,"Medium Spender"
16612,147.00,"Medium Spender"
16477,146.10,"Medium Spender"
17621,146.00,"Medium Spender"
15493,145.93,"Medium Spender"
13485,145.75,"Medium Spender"
13901,145.58,"Medium Spender"
16395,145.57,"Medium Spender"
16032,145.47,"Medium Spender"
15934,145.44,"Medium Spender"
13648,145.42,"Medium Spender"
12849,145.19,"Medium Spender"
16748,145.00,"Medium Spender"
13763,145.00,"Medium Spender"
12531,144.90,"Medium Spender"
15182,144.80,"Medium Spender"
16012,144.70,"Medium Spender"
13443,144.43,"Medium Spender"
13855,144.13,"Medium Spender"
12802,144.00,"Medium Spender"
16859,143.92,"Medium Spender"
13554,143.45,"Medium Spender"
13473,143.26,"Medium Spender"
16351,143.20,"Medium Spender"
15494,142.89,"Medium Spender"
13921,142.85,"Medium Spender"
13859,142.80,"Medium Spender"
13126,142.66,"Medium Spender"
15521,142.60,"Medium Spender"
15413,142.50,"Medium Spender"
12865,142.38,"Medium Spender"
13635,142.38,"Medium Spender"
13562,142.20,"Medium Spender"
15946,142.20,"Medium Spender"
17529,142.02,"Medium Spender"
15518,141.66,"Medium Spender"
17738,141.50,"Medium Spender"
15862,141.32,"Medium Spender"
13905,141.30,"Medium Spender"
15059,141.26,"Medium Spender"
12576,141.00,"Medium Spender"
14257,140.78,"Medium Spender"
14844,140.76,"Medium Spender"
17412,140.60,"Medium Spender"
17320,140.55,"Medium Spender"
13032,140.53,"Medium Spender"
15911,140.49,"Medium Spender"
17284,140.10,"Medium Spender"
12779,139.98,"Medium Spender"
17871,139.97,"Medium Spender"
17690,139.67,"Medium Spender"
16485,139.51,"Medium Spender"
12500,139.48,"Medium Spender"
14926,139.20,"Medium Spender"
15387,139.20,"Medium Spender"
18151,139.15,"Medium Spender"
14186,138.94,"Medium Spender"
16253,138.90,"Medium Spender"
16233,138.90,"Medium Spender"
13382,138.84,"Medium Spender"
16128,138.76,"Medium Spender"
15827,138.40,"Medium Spender"
16918,138.19,"Medium Spender"
16017,138.15,"Medium Spender"
13156,138.00,"Medium Spender"
13431,137.90,"Medium Spender"
14225,137.67,"Medium Spender"
14221,137.35,"Medium Spender"
16059,137.10,"Medium Spender"
14078,137.05,"Medium Spender"
18230,136.80,"Medium Spender"
12389,136.80,"Medium Spender"
15393,136.70,"Medium Spender"
16290,136.60,"Medium Spender"
13874,136.10,"Medium Spender"
15434,135.78,"Medium Spender"
15797,135.68,"Medium Spender"
13173,135.53,"Medium Spender"
15694,135.40,"Medium Spender"
12724,134.40,"Medium Spender"
13611,134.38,"Medium Spender"
17115,134.19,"Medium Spender"
18066,134.10,"Medium Spender"
15073,134.05,"Medium Spender"
13654,134.04,"Medium Spender"
13440,134.00,"Medium Spender"
14562,133.85,"Medium Spender"
17348,133.77,"Medium Spender"
15782,133.68,"Medium Spender"
16393,133.20,"Medium Spender"
13012,133.10,"Medium Spender"
17931,132.90,"Medium Spender"
15222,132.82,"Medium Spender"
14984,132.60,"Medium Spender"
15325,132.57,"Medium Spender"
16300,132.50,"Medium Spender"
14396,132.50,"Medium Spender"
17084,132.45,"Medium Spender"
17075,132.40,"Medium Spender"
17350,132.20,"Medium Spender"
17584,132.16,"Medium Spender"
16775,132.15,"Medium Spender"
17349,132.11,"Medium Spender"
18257,132.00,"Medium Spender"
13696,132.00,"Medium Spender"
16206,131.95,"Medium Spender"
13501,131.90,"Medium Spender"
15764,131.80,"Medium Spender"
15430,131.75,"Medium Spender"
16365,131.68,"Medium Spender"
13464,131.40,"Medium Spender"
16265,131.40,"Medium Spender"
14177,131.39,"Medium Spender"
13338,131.25,"Medium Spender"
17969,131.25,"Medium Spender"
14710,131.18,"Medium Spender"
14538,130.90,"Medium Spender"
17002,130.86,"Medium Spender"
15794,130.80,"Medium Spender"
13152,130.78,"Medium Spender"
15750,130.65,"Medium Spender"
17669,130.30,"Medium Spender"
12840,130.10,"Medium Spender"
14239,130.08,"Medium Spender"
15751,130.05,"Medium Spender"
15860,129.62,"Medium Spender"
14304,129.48,"Medium Spender"
12863,129.45,"Medium Spender"
13455,128.88,"Medium Spender"
17213,128.85,"Medium Spender"
17754,128.79,"Medium Spender"
17544,128.50,"Medium Spender"
15865,128.40,"Medium Spender"
17080,128.16,"Medium Spender"
17218,128.15,"Medium Spender"
14198,127.90,"Medium Spender"
12530,127.80,"Medium Spender"
18287,127.60,"Medium Spender"
15268,127.50,"Medium Spender"
16271,127.26,"Medium Spender"
16458,127.17,"Medium Spender"
16374,127.06,"Medium Spender"
15351,127.05,"Medium Spender"
17032,127.05,"Medium Spender"
15637,127.03,"Medium Spender"
14372,126.95,"Medium Spender"
15261,126.90,"Medium Spender"
15811,126.84,"Medium Spender"
15439,126.65,"Medium Spender"
15326,126.50,"Medium Spender"
12791,126.30,"Medium Spender"
17672,126.12,"Medium Spender"
16917,125.95,"Medium Spender"
13849,125.91,"Medium Spender"
17692,125.70,"Medium Spender"
13719,125.37,"Medium Spender"
16177,125.00,"Medium Spender"
16143,124.95,"Medium Spender"
17150,124.15,"Medium Spender"
17540,123.75,"Medium Spender"
13750,123.66,"Medium Spender"
15561,123.64,"Medium Spender"
16619,123.53,"Medium Spender"
17994,123.40,"Medium Spender"
13920,123.24,"Medium Spender"
18236,123.19,"Medium Spender"
15572,123.12,"Medium Spender"
15710,122.90,"Medium Spender"
12371,122.88,"Medium Spender"
14655,122.70,"Medium Spender"
16099,122.50,"Medium Spender"
15370,122.40,"Medium Spender"
14498,122.22,"Medium Spender"
14867,122.20,"Medium Spender"
16358,122.18,"Medium Spender"
15203,122.18,"Medium Spender"
15752,121.89,"Medium Spender"
12653,121.80,"Medium Spender"
16913,121.68,"Medium Spender"
12963,121.55,"Medium Spender"
14712,121.50,"Medium Spender"
17759,121.25,"Medium Spender"
13722,120.66,"Medium Spender"
15965,120.64,"Medium Spender"
16174,120.50,"Medium Spender"
15910,120.06,"Medium Spender"
17673,119.80,"Medium Spender"
13813,119.47,"Medium Spender"
14408,119.40,"Medium Spender"
17201,119.31,"Medium Spender"
15629,119.28,"Medium Spender"
17223,119.20,"Medium Spender"
13768,119.10,"Medium Spender"
15532,118.83,"Medium Spender"
15380,118.80,"Medium Spender"
14835,118.80,"Medium Spender"
14478,118.70,"Medium Spender"
13213,118.50,"Medium Spender"
17851,118.30,"Medium Spender"
14640,118.05,"Medium Spender"
16085,118.02,"Medium Spender"
18177,117.90,"Medium Spender"
15249,117.70,"Medium Spender"
13884,117.60,"Medium Spender"
15678,117.50,"Medium Spender"
13782,117.48,"Medium Spender"
16774,117.47,"Medium Spender"
17406,117.25,"Medium Spender"
15617,117.20,"Medium Spender"
17436,117.06,"Medium Spender"
17560,116.95,"Medium Spender"
12408,116.88,"Medium Spender"
13890,116.55,"Medium Spender"
13772,116.53,"Medium Spender"
12721,116.30,"Medium Spender"
17314,115.70,"Medium Spender"
13202,115.40,"Medium Spender"
15468,115.22,"Medium Spender"
12951,115.05,"Medium Spender"
15550,115.00,"Medium Spender"
16434,114.95,"Medium Spender"
13201,114.90,"Medium Spender"
13014,114.40,"Medium Spender"
16086,114.26,"Medium Spender"
14492,114.20,"Medium Spender"
16520,114.01,"Medium Spender"
13929,114.00,"Medium Spender"
15253,113.90,"Medium Spender"
13288,113.82,"Medium Spender"
16625,113.70,"Medium Spender"
15373,113.69,"Medium Spender"
14512,113.63,"Medium Spender"
15489,113.25,"Medium Spender"
15329,112.93,"Medium Spender"
13253,112.80,"Medium Spender"
13065,112.64,"Medium Spender"
16083,112.20,"Medium Spender"
17966,112.20,"Medium Spender"
14301,112.02,"Medium Spender"
12582,111.96,"Medium Spender"
12870,111.74,"Medium Spender"
17132,111.59,"Medium Spender"
16244,111.38,"Medium Spender"
17020,111.36,"Medium Spender"
15452,111.32,"Medium Spender"
17050,111.25,"Medium Spender"
16895,111.20,"Medium Spender"
16048,111.00,"Medium Spender"
16634,110.30,"Medium Spender"
13361,110.30,"Medium Spender"
16062,110.22,"Medium Spender"
16461,110.05,"Medium Spender"
14129,109.80,"Medium Spender"
16891,109.56,"Medium Spender"
13246,109.51,"Medium Spender"
16384,109.50,"Medium Spender"
14639,109.20,"Medium Spender"
13655,109.05,"Medium Spender"
18101,108.90,"Medium Spender"
12853,108.90,"Medium Spender"
15159,108.80,"Medium Spender"
14988,108.65,"Medium Spender"
16503,108.60,"Medium Spender"
12820,108.48,"Medium Spender"
14355,108.33,"Medium Spender"
14909,108.30,"Medium Spender"
14343,108.15,"Medium Spender"
13458,108.06,"Medium Spender"
17442,107.85,"Medium Spender"
18085,107.85,"Medium Spender"
13168,107.80,"Medium Spender"
18242,107.76,"Medium Spender"
13919,107.70,"Medium Spender"
17193,107.40,"Medium Spender"
12671,107.34,"Medium Spender"
14309,107.29,"Medium Spender"
16329,107.27,"Medium Spender"
17038,107.16,"Medium Spender"
13692,107.04,"Medium Spender"
17034,107.00,"Medium Spender"
12484,107.00,"Medium Spender"
12594,107.00,"Medium Spender"
16231,106.90,"Medium Spender"
16742,106.85,"Medium Spender"
14679,106.78,"Medium Spender"
13276,106.74,"Medium Spender"
13745,106.56,"Medium Spender"
14068,106.53,"Medium Spender"
15051,106.38,"Medium Spender"
17341,106.20,"Medium Spender"
17921,106.05,"Medium Spender"
16326,105.94,"Medium Spender"
14265,105.80,"Medium Spender"
15708,105.73,"Medium Spender"
15245,105.60,"Medium Spender"
12911,105.59,"Medium Spender"
16007,105.44,"Medium Spender"
17298,105.43,"Medium Spender"
14534,105.29,"Medium Spender"
17853,105.24,"Medium Spender"
18181,105.08,"Medium Spender"
14404,104.94,"Medium Spender"
16129,104.92,"Medium Spender"
14651,104.82,"Medium Spender"
14217,104.75,"Medium Spender"
13415,104.49,"Medium Spender"
17728,104.46,"Medium Spender"
13039,104.20,"Medium Spender"
12637,104.10,"Medium Spender"
13996,103.98,"Medium Spender"
16784,103.86,"Medium Spender"
15240,103.75,"Medium Spender"
17919,103.68,"Medium Spender"
15425,103.65,"Medium Spender"
14584,103.55,"Medium Spender"
17633,103.50,"Medium Spender"
18214,103.50,"Medium Spender"
13641,103.26,"Medium Spender"
17048,103.20,"Medium Spender"
18144,103.20,"Medium Spender"
12374,103.20,"Medium Spender"
14409,103.10,"Medium Spender"
12928,103.08,"Medium Spender"
13192,102.90,"Medium Spender"
18069,102.84,"Medium Spender"
12632,102.74,"Medium Spender"
13976,102.71,"Medium Spender"
15128,102.70,"Medium Spender"
13259,102.61,"Medium Spender"
12645,102.60,"Medium Spender"
13330,102.54,"Medium Spender"
15563,102.52,"Medium Spender"
14922,102.45,"Medium Spender"
15796,102.45,"Medium Spender"
14489,102.35,"Medium Spender"
12418,102.09,"Medium Spender"
15304,102.00,"Medium Spender"
13091,102.00,"Medium Spender"
13108,102.00,"Medium Spender"
12393,101.90,"Medium Spender"
15013,101.88,"Medium Spender"
16749,101.82,"Medium Spender"
16204,101.80,"Medium Spender"
16975,101.79,"Medium Spender"
13770,101.55,"Medium Spender"
12507,101.40,"Medium Spender"
16190,101.37,"Medium Spender"
15514,101.37,"Medium Spender"
12711,101.26,"Medium Spender"
16003,101.23,"Medium Spender"
16907,101.20,"Medium Spender"
16960,101.19,"Medium Spender"
16702,101.16,"Medium Spender"
15985,101.10,"Medium Spender"
12909,101.05,"Medium Spender"
15587,100.80,"Medium Spender"
14776,100.80,"Medium Spender"
13632,100.75,"Medium Spender"
17961,100.74,"Medium Spender"
12755,100.65,"Medium Spender"
15154,100.48,"Medium Spender"
17343,100.43,"Medium Spender"
12523,100.37,"Medium Spender"
16163,100.35,"Medium Spender"
13838,100.10,"Medium Spender"
13523,99.95,"Low Spender"
15117,99.90,"Low Spender"
17289,99.77,"Low Spender"
17322,99.59,"Low Spender"
17090,99.45,"Low Spender"
15732,99.40,"Low Spender"
17894,99.35,"Low Spender"
16036,99.30,"Low Spender"
17083,99.00,"Low Spender"
16275,98.98,"Low Spender"
15814,98.96,"Low Spender"
14605,98.70,"Low Spender"
16551,98.68,"Low Spender"
12406,98.50,"Low Spender"
15600,98.46,"Low Spender"
14740,98.25,"Low Spender"
12873,98.10,"Low Spender"
14644,98.00,"Low Spender"
14869,97.98,"Low Spender"
16466,97.95,"Low Spender"
15031,97.94,"Low Spender"
16098,97.80,"Low Spender"
13240,97.73,"Low Spender"
17764,97.05,"Low Spender"
14850,96.70,"Low Spender"
17259,96.60,"Low Spender"
14857,96.58,"Low Spender"
17046,96.56,"Low Spender"
17539,96.45,"Low Spender"
14515,96.15,"Low Spender"
16848,96.15,"Low Spender"
16039,96.14,"Low Spender"
14290,96.00,"Low Spender"
15420,95.97,"Low Spender"
14556,95.85,"Low Spender"
16221,95.85,"Low Spender"
16223,95.80,"Low Spender"
12379,95.80,"Low Spender"
17717,95.80,"Low Spender"
13797,95.19,"Low Spender"
13911,94.92,"Low Spender"
12696,94.86,"Low Spender"
15443,94.66,"Low Spender"
15390,94.66,"Low Spender"
13761,94.65,"Low Spender"
13985,94.50,"Low Spender"
13610,94.50,"Low Spender"
15714,94.40,"Low Spender"
16428,94.23,"Low Spender"
17228,94.20,"Low Spender"
16016,94.10,"Low Spender"
16287,93.90,"Low Spender"
16307,93.90,"Low Spender"
14152,93.78,"Low Spender"
18149,93.75,"Low Spender"
16419,93.73,"Low Spender"
16081,93.65,"Low Spender"
17756,93.31,"Low Spender"
16369,93.30,"Low Spender"
13118,93.25,"Low Spender"
15306,93.20,"Low Spender"
14902,92.70,"Low Spender"
15730,92.70,"Low Spender"
14235,92.54,"Low Spender"
13688,92.50,"Low Spender"
16836,92.15,"Low Spender"
17742,92.07,"Low Spender"
16743,92.00,"Low Spender"
15559,91.95,"Low Spender"
15903,91.80,"Low Spender"
15759,91.80,"Low Spender"
16568,91.80,"Low Spender"
14628,91.74,"Low Spender"
15379,91.74,"Low Spender"
14182,91.72,"Low Spender"
16726,91.48,"Low Spender"
14891,91.40,"Low Spender"
16987,91.38,"Low Spender"
13520,91.35,"Low Spender"
14940,91.30,"Low Spender"
14358,91.20,"Low Spender"
13567,91.00,"Low Spender"
13233,90.96,"Low Spender"
15791,90.90,"Low Spender"
16278,90.83,"Low Spender"
13537,90.80,"Low Spender"
12868,90.75,"Low Spender"
14854,90.65,"Low Spender"
15169,90.60,"Low Spender"
14236,90.50,"Low Spender"
14316,90.48,"Low Spender"
15322,90.45,"Low Spender"
17432,90.30,"Low Spender"
14060,90.23,"Low Spender"
16606,90.15,"Low Spender"
12703,90.05,"Low Spender"
17681,90.00,"Low Spender"
15960,90.00,"Low Spender"
13640,90.00,"Low Spender"
17908,89.95,"Low Spender"
16693,89.83,"Low Spender"
17567,89.70,"Low Spender"
14256,89.60,"Low Spender"
18264,89.55,"Low Spender"
17490,89.50,"Low Spender"
16600,89.46,"Low Spender"
15164,89.45,"Low Spender"
13287,89.40,"Low Spender"
15151,89.40,"Low Spender"
17155,89.30,"Low Spender"
12553,89.30,"Low Spender"
17074,89.25,"Low Spender"
15105,89.25,"Low Spender"
13204,89.20,"Low Spender"
13538,89.10,"Low Spender"
12402,89.10,"Low Spender"
16155,89.05,"Low Spender"
17515,89.02,"Low Spender"
15199,88.90,"Low Spender"
17047,88.90,"Low Spender"
14437,88.80,"Low Spender"
16115,88.50,"Low Spender"
15660,88.50,"Low Spender"
15282,88.50,"Low Spender"
17743,88.50,"Low Spender"
14467,88.35,"Low Spender"
17179,88.30,"Low Spender"
13266,88.30,"Low Spender"
13873,88.15,"Low Spender"
16493,88.14,"Low Spender"
15994,88.05,"Low Spender"
16991,87.93,"Low Spender"
16787,87.89,"Low Spender"
15353,87.85,"Low Spender"
17863,87.68,"Low Spender"
17235,87.50,"Low Spender"
13514,87.50,"Low Spender"
15658,87.45,"Low Spender"
16755,87.40,"Low Spender"
14896,87.40,"Low Spender"
14899,87.04,"Low Spender"
16788,87.02,"Low Spender"
18272,86.82,"Low Spender"
13623,86.65,"Low Spender"
17220,86.64,"Low Spender"
15194,86.64,"Low Spender"
14264,86.40,"Low Spender"
16043,86.40,"Low Spender"
18096,86.39,"Low Spender"
12360,86.30,"Low Spender"
15606,86.30,"Low Spender"
15607,86.10,"Low Spender"
16040,86.10,"Low Spender"
15972,86.00,"Low Spender"
13042,85.95,"Low Spender"
16707,85.90,"Low Spender"
16176,85.80,"Low Spender"
15747,85.60,"Low Spender"
13292,85.20,"Low Spender"
15579,85.09,"Low Spender"
17811,85.05,"Low Spender"
13649,85.05,"Low Spender"
14180,84.75,"Low Spender"
15141,84.75,"Low Spender"
12413,84.65,"Low Spender"
15664,84.64,"Low Spender"
14693,84.60,"Low Spender"
12670,84.60,"Low Spender"
14630,84.45,"Low Spender"
13297,84.32,"Low Spender"
13871,84.30,"Low Spender"
17575,84.30,"Low Spender"
13778,84.28,"Low Spender"
12533,84.10,"Low Spender"
14421,84.00,"Low Spender"
13662,83.85,"Low Spender"
14847,83.75,"Low Spender"
14510,83.58,"Low Spender"
16926,83.49,"Low Spender"
14296,83.40,"Low Spender"
12970,83.25,"Low Spender"
16595,83.05,"Low Spender"
17609,82.89,"Low Spender"
16501,82.84,"Low Spender"
16345,82.80,"Low Spender"
13561,82.78,"Low Spender"
12997,82.70,"Low Spender"
14901,82.60,"Low Spender"
16523,82.50,"Low Spender"
13785,82.50,"Low Spender"
16807,82.50,"Low Spender"
13764,82.48,"Low Spender"
13863,82.35,"Low Spender"
17126,82.30,"Low Spender"
12924,81.95,"Low Spender"
14370,81.90,"Low Spender"
17491,81.90,"Low Spender"
16534,81.85,"Low Spender"
14463,81.75,"Low Spender"
17003,81.70,"Low Spender"
17188,81.68,"Low Spender"
15792,81.60,"Low Spender"
14987,81.60,"Low Spender"
17176,81.60,"Low Spender"
14173,81.60,"Low Spender"
12986,81.55,"Low Spender"
18016,81.45,"Low Spender"
16827,81.36,"Low Spender"
17008,81.36,"Low Spender"
16416,81.35,"Low Spender"
17585,81.32,"Low Spender"
14320,81.30,"Low Spender"
13425,81.30,"Low Spender"
13059,81.30,"Low Spender"
17190,81.27,"Low Spender"
13074,81.20,"Low Spender"
15259,81.15,"Low Spender"
16857,81.00,"Low Spender"
17594,81.00,"Low Spender"
17288,80.99,"Low Spender"
18077,80.90,"Low Spender"
14260,80.85,"Low Spender"
14558,80.85,"Low Spender"
14741,80.70,"Low Spender"
15810,80.59,"Low Spender"
16841,80.40,"Low Spender"
14327,80.30,"Low Spender"
12492,80.25,"Low Spender"
12937,80.20,"Low Spender"
13478,80.15,"Low Spender"
15265,80.02,"Low Spender"
12638,80.00,"Low Spender"
12664,80.00,"Low Spender"
13197,79.90,"Low Spender"
14220,79.90,"Low Spender"
14365,79.80,"Low Spender"
17722,79.50,"Low Spender"
13077,79.49,"Low Spender"
12599,79.20,"Low Spender"
14283,79.20,"Low Spender"
15466,79.04,"Low Spender"
13462,78.90,"Low Spender"
17548,78.90,"Low Spender"
17233,78.70,"Low Spender"
13286,78.70,"Low Spender"
15529,78.45,"Low Spender"
13337,78.45,"Low Spender"
16340,78.40,"Low Spender"
14942,78.36,"Low Spender"
17368,78.30,"Low Spender"
16838,78.30,"Low Spender"
13613,78.28,"Low Spender"
13281,78.15,"Low Spender"
13665,78.10,"Low Spender"
14306,78.08,"Low Spender"
15992,78.00,"Low Spender"
16214,78.00,"Low Spender"
14870,78.00,"Low Spender"
15887,78.00,"Low Spender"
18173,77.96,"Low Spender"
12412,77.91,"Low Spender"
16010,77.88,"Low Spender"
13439,77.88,"Low Spender"
15402,77.87,"Low Spender"
13506,77.70,"Low Spender"
14868,77.64,"Low Spender"
13579,77.55,"Low Spender"
14431,77.55,"Low Spender"
13775,77.48,"Low Spender"
17006,77.48,"Low Spender"
16391,77.44,"Low Spender"
13650,77.40,"Low Spender"
15111,77.35,"Low Spender"
16658,77.30,"Low Spender"
17438,77.25,"Low Spender"
14966,77.06,"Low Spender"
13362,77.00,"Low Spender"
12694,77.00,"Low Spender"
18271,77.00,"Low Spender"
13019,76.76,"Low Spender"
16159,76.76,"Low Spender"
15889,76.73,"Low Spender"
12811,76.50,"Low Spender"
17165,76.40,"Low Spender"
12978,76.35,"Low Spender"
15042,76.32,"Low Spender"
17768,76.32,"Low Spender"
17534,76.20,"Low Spender"
17792,76.17,"Low Spender"
15456,76.10,"Low Spender"
16638,76.10,"Low Spender"
17950,76.05,"Low Spender"
17122,76.00,"Low Spender"
16825,76.00,"Low Spender"
14934,75.96,"Low Spender"
15426,75.95,"Low Spender"
13821,75.85,"Low Spender"
16232,75.60,"Low Spender"
18253,75.60,"Low Spender"
15241,75.54,"Low Spender"
13836,75.53,"Low Spender"
16802,75.49,"Low Spender"
18060,75.48,"Low Spender"
13543,75.45,"Low Spender"
16935,75.40,"Low Spender"
13167,75.30,"Low Spender"
12993,75.25,"Low Spender"
12778,75.25,"Low Spender"
17062,75.02,"Low Spender"
12701,74.90,"Low Spender"
13878,74.90,"Low Spender"
12486,74.80,"Low Spender"
14790,74.42,"Low Spender"
15188,74.28,"Low Spender"
14513,74.25,"Low Spender"
18036,74.23,"Low Spender"
14114,74.20,"Low Spender"
16946,74.10,"Low Spender"
15366,74.04,"Low Spender"
17194,74.00,"Low Spender"
16950,73.91,"Low Spender"
16235,73.85,"Low Spender"
15058,73.85,"Low Spender"
16725,73.83,"Low Spender"
15878,73.80,"Low Spender"
12480,73.80,"Low Spender"
13085,73.80,"Low Spender"
17142,73.80,"Low Spender"
14623,73.70,"Low Spender"
15081,73.54,"Low Spender"
13534,73.50,"Low Spender"
12862,73.41,"Low Spender"
16521,73.26,"Low Spender"
14631,73.20,"Low Spender"
18022,73.01,"Low Spender"
15535,73.00,"Low Spender"
12426,72.95,"Low Spender"
14573,72.91,"Low Spender"
18074,72.90,"Low Spender"
16809,72.80,"Low Spender"
12786,72.60,"Low Spender"
17454,72.55,"Low Spender"
14994,72.40,"Low Spender"
17702,72.35,"Low Spender"
12625,72.30,"Low Spender"
12577,72.20,"Low Spender"
14276,72.20,"Low Spender"
16912,72.10,"Low Spender"
12673,72.00,"Low Spender"
14507,71.90,"Low Spender"
17470,71.88,"Low Spender"
17167,71.86,"Low Spender"
15847,71.85,"Low Spender"
12805,71.80,"Low Spender"
13895,71.70,"Low Spender"
12439,71.55,"Low Spender"
17974,71.48,"Low Spender"
16529,71.43,"Low Spender"
17720,71.40,"Low Spender"
15819,71.40,"Low Spender"
12876,71.40,"Low Spender"
14202,71.40,"Low Spender"
13965,71.10,"Low Spender"
13143,70.95,"Low Spender"
12676,70.80,"Low Spender"
18268,70.80,"Low Spender"
14430,70.80,"Low Spender"
18028,70.80,"Low Spender"
15666,70.79,"Low Spender"
17714,70.65,"Low Spender"
15272,70.59,"Low Spender"
13450,70.56,"Low Spender"
17212,70.56,"Low Spender"
16205,70.55,"Low Spender"
13740,70.50,"Low Spender"
13723,70.43,"Low Spender"
14506,70.39,"Low Spender"
16654,70.35,"Low Spender"
16108,70.35,"Low Spender"
14450,70.35,"Low Spender"
12423,70.30,"Low Spender"
14055,70.20,"Low Spender"
17635,70.20,"Low Spender"
15651,70.20,"Low Spender"
12933,70.15,"Low Spender"
13803,70.15,"Low Spender"
16450,70.12,"Low Spender"
14600,69.90,"Low Spender"
14167,69.90,"Low Spender"
14979,69.85,"Low Spender"
13721,69.80,"Low Spender"
15323,69.70,"Low Spender"
17558,69.65,"Low Spender"
18221,69.64,"Low Spender"
17815,69.60,"Low Spender"
17016,69.60,"Low Spender"
14665,69.60,"Low Spender"
16392,69.29,"Low Spender"
15519,69.25,"Low Spender"
13971,69.25,"Low Spender"
16415,69.15,"Low Spender"
15254,69.15,"Low Spender"
17676,69.10,"Low Spender"
17578,69.08,"Low Spender"
16860,69.00,"Low Spender"
15027,68.85,"Low Spender"
14686,68.65,"Low Spender"
16101,68.60,"Low Spender"
14285,68.55,"Low Spender"
16531,68.33,"Low Spender"
17274,68.30,"Low Spender"
12960,68.30,"Low Spender"
13980,68.26,"Low Spender"
16920,68.25,"Low Spender"
15920,68.20,"Low Spender"
15101,68.20,"Low Spender"
14010,68.10,"Low Spender"
13005,68.05,"Low Spender"
17411,68.04,"Low Spender"
16586,68.00,"Low Spender"
15183,67.98,"Low Spender"
18188,67.80,"Low Spender"
13124,67.70,"Low Spender"
13656,67.65,"Low Spender"
13203,67.56,"Low Spender"
14938,67.48,"Low Spender"
15165,67.40,"Low Spender"
15696,67.35,"Low Spender"
13709,67.20,"Low Spender"
15057,67.20,"Low Spender"
13417,67.10,"Low Spender"
14127,66.90,"Low Spender"
12784,66.75,"Low Spender"
13375,66.70,"Low Spender"
17236,66.65,"Low Spender"
17530,66.51,"Low Spender"
15551,66.51,"Low Spender"
17196,66.50,"Low Spender"
15590,66.30,"Low Spender"
15173,66.10,"Low Spender"
17689,66.00,"Low Spender"
16077,66.00,"Low Spender"
17746,66.00,"Low Spender"
16199,66.00,"Low Spender"
15197,66.00,"Low Spender"
15181,66.00,"Low Spender"
14924,65.70,"Low Spender"
14353,65.64,"Low Spender"
13627,65.58,"Low Spender"
12429,65.56,"Low Spender"
16739,65.55,"Low Spender"
13583,65.55,"Low Spender"
15540,65.52,"Low Spender"
13030,65.52,"Low Spender"
12485,65.50,"Low Spender"
12635,65.40,"Low Spender"
15190,65.40,"Low Spender"
14226,65.40,"Low Spender"
18259,65.40,"Low Spender"
13880,65.40,"Low Spender"
17430,65.36,"Low Spender"
14991,65.20,"Low Spender"
17814,65.12,"Low Spender"
14673,65.10,"Low Spender"
15476,65.10,"Low Spender"
12575,64.80,"Low Spender"
12563,64.80,"Low Spender"
17478,64.74,"Low Spender"
14829,64.74,"Low Spender"
16437,64.70,"Low Spender"
15886,64.62,"Low Spender"
16515,64.60,"Low Spender"
18239,64.60,"Low Spender"
15861,64.55,"Low Spender"
17422,64.28,"Low Spender"
14065,64.15,"Low Spender"
15842,64.00,"Low Spender"
15995,63.95,"Low Spender"
13820,63.92,"Low Spender"
13602,63.92,"Low Spender"
18031,63.90,"Low Spender"
15428,63.88,"Low Spender"
14130,63.87,"Low Spender"
15016,63.84,"Low Spender"
17623,63.80,"Low Spender"
16948,63.80,"Low Spender"
14307,63.72,"Low Spender"
15765,63.70,"Low Spender"
13313,63.60,"Low Spender"
12370,63.50,"Low Spender"
16264,63.35,"Low Spender"
16636,63.30,"Low Spender"
18078,63.30,"Low Spender"
16601,63.20,"Low Spender"
13984,63.20,"Low Spender"
14083,63.05,"Low Spender"
16124,63.00,"Low Spender"
14920,62.88,"Low Spender"
15879,62.84,"Low Spender"
18118,62.80,"Low Spender"
14230,62.70,"Low Spender"
17071,62.60,"Low Spender"
17694,62.59,"Low Spender"
